o_zone_id,d_zone_id,link_ids,prob_ref,volume_ref,cost_base,source,path_id
19,7,57;46;69;64;60;54,0.00284135,1.13654,32.1339,s0_baseline,1096.0
19,7,59;60;54,0.986439,394.576,15.7207,s0_baseline,1097.0
19,7,58;52;50;54,0.0107195,4.28779,21.9141,s0_baseline,1098.0
19,8,57;46;69;64;60;54;17,0.00284135,1.98895,37.8264,s0_baseline,1099.0
19,8,59;60;54;17,0.986439,690.507,21.4132,s0_baseline,1100.0
19,8,58;52;47,0.0107195,7.50363,27.2491,s0_baseline,1101.0
19,9,57;43;26,0.993341,397.336,23.7712,s0_baseline,1102.0
19,9,58;52;48;26,0.00665941,2.66377,42.8443,s0_baseline,1103.0
19,10,57;43,0.993341,1788.01,18.0442,s0_baseline,1104.0
19,10,58;52;48,0.00665941,11.9869,37.1174,s0_baseline,1105.0
19,11,57;43;27,0.606918,242.767,30.5275,s0_baseline,1106.0
19,11,57;44;40,0.393082,157.233,30.6299,s0_baseline,1107.0
19,12,57;46;69;66;74;38,0.00593929,1.78179,49.5462,s0_baseline,1108.0
19,12,57;44;42;73;74;38,0.0120671,3.62014,49.7319,s0_baseline,1109.0
19,12,57;43;27;33,0.536562,160.968,44.3263,s0_baseline,1110.0
19,12,57;43;26;23;11;8;7,0.0827904,24.8371,44.3567,s0_baseline,1111.0
19,12,57;44;40;33,0.362642,108.792,44.4287,s0_baseline,1112.0
19,13,57;46;70;73;74,0.169576,50.8727,47.008,s0_baseline,1113.0
19,13,59;62;66;74,0.0380947,11.4284,46.5682,s0_baseline,1114.0
19,13,57;44;40;33;37,0.0671581,20.1474,47.4564,s0_baseline,1115.0
19,13,57;44;42;73;74,0.0760794,22.8238,46.7033,s0_baseline,1116.0
19,13,57;43;27;33;37,0.137928,41.3783,47.354,s0_baseline,1117.0
19,13,57;43;26;23;11;8;7;37,0.0159222,4.77666,47.3844,s0_baseline,1118.0
19,13,57;46;69;66;74,0.495242,148.573,46.5176,s0_baseline,1119.0
19,14,59;63;70;71,0.00348826,1.04648,38.6718,s0_baseline,1120.0
19,14,57;44,0.996512,298.954,16.4691,s0_baseline,1121.0
19,15,57,1.0,800.0,4.31675,s0_baseline,1122.0
19,16,57;46;69;64;60;55,0.00284135,3.69376,33.2416,s0_baseline,1123.0
19,16,59;60;55,0.0689864,89.6823,16.8284,s0_baseline,1124.0
19,16,58;52,0.928172,1206.62,16.6823,s0_baseline,1125.0
19,17,57;43;30,0.00348826,5.93005,34.7241,s0_baseline,1126.0
19,17,58,0.996512,1694.07,7.37768,s0_baseline,1127.0
19,18,57;46;69;64;60,0.00284135,0.852405,30.0728,s0_baseline,1128.0
19,18,59;60,0.986439,295.932,13.6596,s0_baseline,1129.0
19,18,58;52;50,0.0107195,3.21584,19.853,s0_baseline,1130.0
19,20,57;46;69;64,0.00284135,3.40962,25.8,s0_baseline,1131.0
19,20,59,0.997159,1196.59,9.38677,s0_baseline,1132.0
19,21,59;62,0.21521,86.0841,17.6479,s0_baseline,1133.0
19,21,57;46;69,0.78479,313.916,17.5973,s0_baseline,1134.0
19,22,59;63,0.00348826,4.18592,17.2341,s0_baseline,1135.0
19,22,57;46,0.996512,1195.81,13.3021,s0_baseline,1136.0
19,23,57;44;42,0.327445,98.2336,25.3689,s0_baseline,1137.0
19,23,59;63;70,0.00348826,1.04648,29.6055,s0_baseline,1138.0
19,23,57;46;70,0.669066,200.72,25.6735,s0_baseline,1139.0
19,24,57;44;42;73,0.165536,16.5536,29.1925,s0_baseline,1140.0
19,24,59;62;66,0.0505286,5.05286,29.0574,s0_baseline,1141.0
19,24,57;46;70;73,0.248249,24.8249,29.4971,s0_baseline,1142.0
19,24,59;63;70;73,0.00348826,0.348826,33.4291,s0_baseline,1143.0
19,24,57;46;69;66,0.532198,53.2198,29.0067,s0_baseline,1144.0
20,1,61;57;43;26;23;11;8;5,0.00348826,1.04648,53.6357,s0_baseline,1145.0
20,1,60;54;17;19;14;3,0.996512,298.954,39.4969,s0_baseline,1146.0
20,2,61;57;43;26;23;11;8;5;1,0.00348826,0.348826,59.6366,s0_baseline,1147.0
20,2,60;54;17;19;14,0.996512,99.6512,33.4959,s0_baseline,1148.0
20,4,60;54;17;21;23;11,0.315388,94.6165,39.7492,s0_baseline,1149.0
20,4,61;57;43;26;23;11,0.00348826,1.04648,45.3323,s0_baseline,1150.0
20,4,60;54;17;19;15;11,0.681123,204.337,38.7267,s0_baseline,1151.0
20,5,60;54;17;21;23,0.315388,31.5388,37.4099,s0_baseline,1152.0
20,5,61;57;43;26;23,0.00348826,0.348826,42.993,s0_baseline,1153.0
20,5,60;54;17;19;15,0.681123,68.1123,36.3874,s0_baseline,1154.0
20,6,61;57;43;26;23;12,0.00348826,1.04648,53.0744,s0_baseline,1155.0
20,6,60;54;17;19,0.996512,298.954,26.7927,s0_baseline,1156.0
20,7,60;54,1.0,500.0,6.33394,s0_baseline,1157.0
20,8,60;54;17,1.0,900.0,12.0264,s0_baseline,1158.0
20,9,63;67;43;26,0.00299747,1.79848,36.17,s0_baseline,1159.0
20,9,60;54;17;21,0.974421,584.653,27.4823,s0_baseline,1160.0
20,9,61;57;43;26,0.00348826,2.09296,33.0654,s0_baseline,1161.0
20,9,60;55;48;26,0.0190934,11.456,33.6037,s0_baseline,1162.0
20,10,63;67;43,0.00705753,17.6438,30.4431,s0_baseline,1163.0
20,10,62;65;67;43,0.00284135,7.10338,35.1557,s0_baseline,1164.0
20,10,61;57;43,0.541439,1353.6,27.3385,s0_baseline,1165.0
20,10,60;55;48,0.448662,1121.65,27.8767,s0_baseline,1166.0
20,11,61;57;44;40,0.334483,200.69,39.9241,s0_baseline,1167.0
20,11,63;67;43;27,0.00705753,4.23452,42.9263,s0_baseline,1168.0
20,11,61;57;43;27,0.276606,165.963,39.8217,s0_baseline,1169.0
20,11,62;66;76;71;40,0.00284135,1.70481,46.6577,s0_baseline,1170.0
20,11,60;55;48;27,0.379012,227.407,40.36,s0_baseline,1171.0
20,12,63;70;73;74;38,0.0105458,5.2729,44.5818,s0_baseline,1172.0
20,12,62;66;74;38,0.989454,494.727,40.21,s0_baseline,1173.0
20,13,63;70;73;74,0.0105458,6.32748,41.5532,s0_baseline,1174.0
20,13,62;66;74,0.989454,593.673,37.1814,s0_baseline,1175.0
20,14,62;66;76;71,0.00284135,1.42068,32.4969,s0_baseline,1176.0
20,14,63;70;71,0.0475014,23.7507,29.285,s0_baseline,1177.0
20,14,61;57;44,0.949657,474.829,25.7634,s0_baseline,1178.0
20,15,63;67,0.00705753,7.76328,16.7156,s0_baseline,1179.0
20,15,62;65;67,0.00284135,3.12549,21.4282,s0_baseline,1180.0
20,15,61;57,0.990101,1089.11,13.611,s0_baseline,1181.0
20,16,60;55,1.0,1600.0,7.44163,s0_baseline,1182.0
20,17,60;55;49,0.899081,1528.44,16.7141,s0_baseline,1183.0
20,17,61;57;43;30,0.00348826,5.93005,44.0183,s0_baseline,1184.0
20,17,61;58,0.0974312,165.633,16.6719,s0_baseline,1185.0
20,18,60,1.0,400.0,4.27283,s0_baseline,1186.0
20,19,63;67;45,0.00299747,3.59696,21.03,s0_baseline,1187.0
20,19,62;65;67;45,0.00284135,3.40962,25.7427,s0_baseline,1188.0
20,19,61,0.994161,1192.99,9.29424,s0_baseline,1189.0
20,21,63;69,0.00299747,3.59696,12.1425,s0_baseline,1190.0
20,21,62,0.997003,1196.4,8.26112,s0_baseline,1191.0
20,22,62;65,0.00284135,6.81924,12.56,s0_baseline,1192.0
20,22,63,0.997159,2393.18,7.84729,s0_baseline,1193.0
20,23,62;66;76,0.0465972,32.618,23.4306,s0_baseline,1194.0
20,23,63;70,0.953403,667.382,20.2187,s0_baseline,1195.0
20,24,63;70;73,0.0105458,4.21832,24.0424,s0_baseline,1196.0
20,24,62;66,0.989454,395.782,19.6706,s0_baseline,1197.0
21,1,64;61;57;43;26;23;11;8;5,0.00348826,0.348826,61.8384,s0_baseline,1198.0
21,1,66;74;38;35;5,0.996512,99.6512,39.9821,s0_baseline,1199.0
21,4,65;67;43;27;31,0.00406006,0.812013,46.9402,s0_baseline,1200.0
21,4,64;61;57;43;26;23;11,0.00348826,0.697653,53.535,s0_baseline,1201.0
21,4,66;74;38;35;6,0.992452,198.49,40.2845,s0_baseline,1202.0
21,5,64;60;54;17;19;15,0.0131078,1.31078,44.5901,s0_baseline,1203.0
21,5,65;67;43;27;31;9,0.00406006,0.406006,49.2919,s0_baseline,1204.0
21,5,66;74;38;35;6;9,0.815116,81.5116,42.6362,s0_baseline,1205.0
21,5,64;61;57;43;26;23,0.00348826,0.348826,51.1957,s0_baseline,1206.0
21,5,65;67;43;26;23,0.164228,16.4228,42.5491,s0_baseline,1207.0
21,6,65;68;60;54;17;19,0.00299747,0.299747,38.8648,s0_baseline,1208.0
21,6,64;61;57;43;26;23;12,0.00348826,0.348826,61.2771,s0_baseline,1209.0
21,6,64;60;54;17;19,0.993514,99.3514,34.9954,s0_baseline,1210.0
21,7,65;68;60;54,0.00299747,0.599494,18.406,s0_baseline,1211.0
21,7,64;60;54,0.997003,199.401,14.5366,s0_baseline,1212.0
21,8,65;68;60;54;17,0.00299747,1.19899,24.0985,s0_baseline,1213.0
21,8,64;60;54;17,0.997003,398.801,20.2291,s0_baseline,1214.0
21,9,64;61;57;43;26,0.00348826,1.04648,41.2681,s0_baseline,1215.0
21,9,65;67;43;26,0.996512,298.954,32.6215,s0_baseline,1216.0
21,10,64;61;57;43,0.00348826,4.18592,35.5412,s0_baseline,1217.0
21,10,65;67;43,0.996512,1195.81,26.8946,s0_baseline,1218.0
21,11,65;67;44;40,0.0574201,22.968,39.4803,s0_baseline,1219.0
21,11,65;67;43;27,0.138113,55.2454,39.3778,s0_baseline,1220.0
21,11,64;61;57;43;27,0.00348826,1.39531,48.0244,s0_baseline,1221.0
21,11,66;76;71;40,0.800978,320.391,38.3965,s0_baseline,1222.0
21,12,64;63;70;73;74;38,0.00348826,1.04648,52.7845,s0_baseline,1223.0
21,12,66;74;38,0.996512,298.954,31.9489,s0_baseline,1224.0
21,13,64;63;70;73;74,0.00348826,2.09296,49.7559,s0_baseline,1225.0
21,13,66;74,0.996512,597.907,28.9203,s0_baseline,1226.0
21,14,65;67;44,0.0574201,22.968,25.3195,s0_baseline,1227.0
21,14,65;70;71,0.0434973,17.3989,25.7365,s0_baseline,1228.0
21,14,64;63;70;71,0.00348826,1.39531,37.4877,s0_baseline,1229.0
21,14,66;76;71,0.895594,358.238,24.2358,s0_baseline,1230.0
21,15,64;61;57,0.00348826,2.79061,21.8137,s0_baseline,1231.0
21,15,65;67,0.996512,797.209,13.1671,s0_baseline,1232.0
21,16,65;68;60;55,0.00299747,1.79848,19.5137,s0_baseline,1233.0
21,16,64;60;55,0.990343,594.206,15.6443,s0_baseline,1234.0
21,16,65;67;45;58;52,0.00665941,3.99565,34.1638,s0_baseline,1235.0
21,17,64;60;55;49,0.453757,272.254,24.9168,s0_baseline,1236.0
21,17,64;61;58,0.0507829,30.4697,24.8746,s0_baseline,1237.0
21,17,64;61;57;43;30,0.00348826,2.09296,52.221,s0_baseline,1238.0
21,17,65;67;45;58,0.491972,295.183,24.8592,s0_baseline,1239.0
21,18,65;68;60,0.00299747,0.299747,16.3449,s0_baseline,1240.0
21,18,64;60,0.997003,99.7003,12.4755,s0_baseline,1241.0
21,19,64;61,0.165617,66.2467,17.4969,s0_baseline,1242.0
21,19,65;67;45,0.834383,333.753,17.4816,s0_baseline,1243.0
21,20,65;68,0.00299747,3.59696,12.0721,s0_baseline,1244.0
21,20,64,0.997003,1196.4,8.2027,s0_baseline,1245.0
21,22,64;63,0.00348826,6.27888,16.05,s0_baseline,1246.0
21,22,65,0.996512,1793.72,4.29883,s0_baseline,1247.0
21,23,65;70,0.0434973,30.4481,16.6703,s0_baseline,1248.0
21,23,64;63;70,0.00348826,2.44179,28.4214,s0_baseline,1249.0
21,23,66;76,0.953014,667.11,15.1695,s0_baseline,1250.0
21,24,64;63;70;73,0.00348826,1.74413,32.245,s0_baseline,1251.0
21,24,66,0.996512,498.256,11.4095,s0_baseline,1252.0
22,1,70;73;74;38;35;5,0.354302,141.721,44.7677,s0_baseline,1253.0
22,1,69;66;74;38;35;5,0.645698,258.279,44.2773,s0_baseline,1254.0
22,2,69;66;74;38;35;5;1,0.0124339,1.24339,50.2782,s0_baseline,1255.0
22,2,69;64;60;54;17;19;14,0.00284135,0.284135,45.9938,s0_baseline,1256.0
22,2,70;73;74;38;35;5;1,0.0166429,1.66429,50.7686,s0_baseline,1257.0
22,2,68;60;54;17;19;14,0.968082,96.8082,41.2692,s0_baseline,1258.0
22,3,70;73;74;38;35,0.354302,35.4302,40.759,s0_baseline,1259.0
22,3,69;66;74;38;35,0.645698,64.5698,40.2686,s0_baseline,1260.0
22,4,70;71;40;31,0.0369556,14.7822,43.1608,s0_baseline,1261.0
22,4,67;43;26;23;11,0.877806,351.123,40.5896,s0_baseline,1262.0
22,4,67;43;27;31,0.00406006,1.62403,42.6414,s0_baseline,1263.0
22,4,69;66;74;38;35;6,0.0212146,8.48583,44.5797,s0_baseline,1264.0
22,4,70;73;74;38;35;6,0.00299747,1.19899,45.0701,s0_baseline,1265.0
22,4,68;61;57;43;26;23;11,0.00348826,1.39531,53.1055,s0_baseline,1266.0
22,4,67;44;40;31,0.0534776,21.391,42.7438,s0_baseline,1267.0
22,5,67;43;27;31;9,0.00406006,0.812013,44.9931,s0_baseline,1268.0
22,5,69;66;74;38;35;6;9,0.00284135,0.56827,46.9314,s0_baseline,1269.0
22,5,68;61;57;43;26;23,0.00348826,0.697653,50.7662,s0_baseline,1270.0
22,5,67;43;26;23,0.98961,197.922,38.2503,s0_baseline,1271.0
22,6,69;64;60;54;17;19,0.00284135,0.56827,39.2906,s0_baseline,1272.0
22,6,68;61;57;43;26;23;12,0.00348826,0.697653,60.8476,s0_baseline,1273.0
22,6,68;60;54;17;19,0.99367,198.734,34.5659,s0_baseline,1274.0
22,7,69;64;60;54,0.00284135,1.42068,18.8318,s0_baseline,1275.0
22,7,68;60;54,0.997159,498.579,14.1072,s0_baseline,1276.0
22,8,69;64;60;54;17,0.00284135,1.42068,24.5243,s0_baseline,1277.0
22,8,68;60;54;17,0.997159,498.579,19.7996,s0_baseline,1278.0
22,9,68;61;57;43;26,0.00348826,2.44179,40.8386,s0_baseline,1279.0
22,9,67;43;26,0.996512,697.558,28.3227,s0_baseline,1280.0
22,10,68;61;57;43,0.00348826,9.06949,35.1117,s0_baseline,1281.0
22,10,67;43,0.996512,2590.93,22.5958,s0_baseline,1282.0
22,11,70;71;40,0.22772,250.492,35.5985,s0_baseline,1283.0
22,11,68;61;57;43;27,0.00348826,3.83709,47.5949,s0_baseline,1284.0
22,11,67;43;27,0.506813,557.495,35.079,s0_baseline,1285.0
22,11,67;44;40,0.261979,288.177,35.1814,s0_baseline,1286.0
22,12,70;73;74;38,0.354302,248.011,36.7345,s0_baseline,1287.0
22,12,69;66;74;38,0.645698,451.989,36.2441,s0_baseline,1288.0
22,13,70;73;74,0.354302,460.592,33.7059,s0_baseline,1289.0
22,13,69;66;74,0.645698,839.408,33.2155,s0_baseline,1290.0
22,14,70;71,0.655485,786.581,21.4377,s0_baseline,1291.0
22,14,67;44,0.344515,413.419,21.0207,s0_baseline,1292.0
22,15,68;61;57,0.00348826,9.06949,21.3842,s0_baseline,1293.0
22,15,67,0.996512,2590.93,8.86828,s0_baseline,1294.0
22,16,69;64;60;55,0.00284135,3.40962,19.9395,s0_baseline,1295.0
22,16,68;60;55,0.990499,1188.6,15.2149,s0_baseline,1296.0
22,16,67;45;58;52,0.00665941,7.9913,29.865,s0_baseline,1297.0
22,17,68;61;57;43;30,0.00348826,5.93005,51.7915,s0_baseline,1298.0
22,17,67;45;58,0.996512,1694.07,20.5604,s0_baseline,1299.0
22,18,69;64;60,0.00284135,0.852405,16.7707,s0_baseline,1300.0
22,18,68;60,0.997159,299.148,12.0461,s0_baseline,1301.0
22,19,68;61,0.00348826,4.18592,17.0675,s0_baseline,1302.0
22,19,67;45,0.996512,1195.81,13.1827,s0_baseline,1303.0
22,20,69;64,0.00284135,6.81924,12.4979,s0_baseline,1304.0
22,20,68,0.997159,2393.18,7.77323,s0_baseline,1305.0
22,21,68;62,0.00348826,6.27888,16.0343,s0_baseline,1306.0
22,21,69,0.996512,1793.72,4.29519,s0_baseline,1307.0
22,23,69;66;76,0.00284135,5.96684,19.4647,s0_baseline,1308.0
22,23,70,0.997159,2094.03,12.3715,s0_baseline,1309.0
22,24,70;73,0.354302,389.732,16.1951,s0_baseline,1310.0
22,24,69;66,0.645698,710.268,15.7047,s0_baseline,1311.0
23,1,73;74;38;35;5,1.0,300.0,32.3963,s0_baseline,1312.0
23,3,73;74;38;35,1.0,100.0,28.3875,s0_baseline,1313.0
23,4,73;74;38;35;6,0.145213,72.6067,32.6986,s0_baseline,1314.0
23,4,71;40;31,0.854787,427.393,30.7894,s0_baseline,1315.0
23,5,73;74;38;35;6;9,0.145213,14.5213,35.0503,s0_baseline,1316.0
23,5,71;40;31;9,0.854787,85.4787,33.1411,s0_baseline,1317.0
23,6,73;74;38;35;6;9;12,0.081327,8.1327,45.1317,s0_baseline,1318.0
23,6,73;74;38;35;5;1;4,0.0638865,6.38865,44.9458,s0_baseline,1319.0
23,6,71;40;31;9;12,0.854787,85.4787,43.2225,s0_baseline,1320.0
23,7,73;75;64;60;54,0.11995,23.99,29.6442,s0_baseline,1321.0
23,7,72;68;60;54,0.88005,176.01,26.003,s0_baseline,1322.0
23,8,73;75;64;60;54;17,0.11995,35.985,35.3367,s0_baseline,1323.0
23,8,72;68;60;54;17,0.88005,264.015,31.6955,s0_baseline,1324.0
23,9,71;40;32;26,0.102404,51.202,41.1558,s0_baseline,1325.0
23,9,71;41;43;26,0.351947,175.973,40.7517,s0_baseline,1326.0
23,9,72;67;43;26,0.545649,272.825,40.2186,s0_baseline,1327.0
23,10,71;40;32,0.102404,184.327,35.4289,s0_baseline,1328.0
23,10,71;41;43,0.351947,633.504,35.0248,s0_baseline,1329.0
23,10,72;67;43,0.545649,982.169,34.4916,s0_baseline,1330.0
23,11,72;67;43;27,0.00406006,5.27808,46.9749,s0_baseline,1331.0
23,11,73;74;38;35;6;10,0.00348826,4.53474,40.183,s0_baseline,1332.0
23,11,73;74;38;36,0.00299747,3.89671,38.0038,s0_baseline,1333.0
23,11,71;40,0.989454,1286.29,23.227,s0_baseline,1334.0
23,12,73;74;38,1.0,700.0,24.3631,s0_baseline,1335.0
23,13,73;74,1.0,800.0,21.3344,s0_baseline,1336.0
23,14,71,1.0,1100.0,9.06626,s0_baseline,1337.0
23,15,71;41,0.451509,451.509,21.2973,s0_baseline,1338.0
23,15,72;67,0.548491,548.491,20.7641,s0_baseline,1339.0
23,16,73;75;64;60;55,0.11995,59.975,30.7519,s0_baseline,1340.0
23,16,72;68;60;55,0.873391,436.695,27.1107,s0_baseline,1341.0
23,16,72;67;45;58;52,0.00665941,3.32971,41.7609,s0_baseline,1342.0
23,17,71;41;45;58,0.448021,268.813,32.9894,s0_baseline,1343.0
23,17,71;40;32;30,0.00284135,1.70481,52.1087,s0_baseline,1344.0
23,17,71;41;43;30,0.00348826,2.09296,51.7046,s0_baseline,1345.0
23,17,72;67;45;58,0.545649,327.39,32.4563,s0_baseline,1346.0
23,18,73;75;64;60,0.11995,11.995,27.5831,s0_baseline,1347.0
23,18,72;68;60,0.88005,88.005,23.9419,s0_baseline,1348.0
23,19,71;41;45,0.451509,135.453,25.6117,s0_baseline,1349.0
23,19,72;67;45,0.548491,164.547,25.0786,s0_baseline,1350.0
23,20,73;75;64,0.11995,83.965,23.3103,s0_baseline,1351.0
23,20,72;68,0.88005,616.035,19.6691,s0_baseline,1352.0
23,21,72;69,0.0848414,59.389,16.1911,s0_baseline,1353.0
23,21,73;75,0.915159,640.611,15.1076,s0_baseline,1354.0
23,22,72,1.0,2100.0,11.8959,s0_baseline,1355.0
23,24,73,1.0,700.0,3.82361,s0_baseline,1356.0
24,1,74;38;35;5,1.0,100.0,28.5727,s0_baseline,1357.0
24,4,74;38;35;6,1.0,200.0,28.875,s0_baseline,1358.0
24,6,74;38;35;6;9;12,0.714558,71.4558,41.3081,s0_baseline,1359.0
24,6,74;38;35;5;1;4,0.275941,27.5941,41.1222,s0_baseline,1360.0
24,6,75;64;60;54;17;19,0.00950077,0.950077,46.2794,s0_baseline,1361.0
24,7,76;72;68;60;54,0.0357869,3.57869,29.7631,s0_baseline,1362.0
24,7,75;64;60;54,0.964213,96.4213,25.8206,s0_baseline,1363.0
24,8,76;72;68;60;54;17,0.0357869,7.15737,35.4555,s0_baseline,1364.0
24,8,75;64;60;54;17,0.964213,192.843,31.513,s0_baseline,1365.0
24,9,76;72;67;43;26,0.0293011,5.86023,43.9786,s0_baseline,1366.0
24,9,74;38;35;6;9;13,0.95771,191.542,41.1348,s0_baseline,1367.0
24,9,76;71;40;32;26,0.00284135,0.56827,44.9158,s0_baseline,1368.0
24,9,76;71;41;43;26,0.00348826,0.697653,44.5117,s0_baseline,1369.0
24,9,75;65;67;43;26,0.00665941,1.33188,43.9055,s0_baseline,1370.0
24,10,76;72;67;43,0.315475,252.38,38.2517,s0_baseline,1371.0
24,10,76;71;40;32,0.0461315,36.9052,39.1889,s0_baseline,1372.0
24,10,76;71;41;43,0.0393217,31.4574,38.7848,s0_baseline,1373.0
24,10,75;65;67;43,0.599072,479.258,38.1786,s0_baseline,1374.0
24,11,74;38;36,0.0282192,16.9315,34.1802,s0_baseline,1375.0
24,11,74;38;35;6;10,0.00348826,2.09296,36.3594,s0_baseline,1376.0
24,11,76;71;40,0.968293,580.976,26.9871,s0_baseline,1377.0
24,12,74;38,1.0,500.0,20.5395,s0_baseline,1378.0
24,13,74,1.0,700.0,17.5108,s0_baseline,1379.0
24,14,76;71,1.0,400.0,12.8263,s0_baseline,1380.0
24,15,76;72;67,0.315475,126.19,24.5242,s0_baseline,1381.0
24,15,76;71;41,0.0826118,33.0447,25.0573,s0_baseline,1382.0
24,15,75;65;67,0.601913,240.765,24.4511,s0_baseline,1383.0
24,16,75;64;60;55,0.957554,287.266,26.9283,s0_baseline,1384.0
24,16,76;72;68;60;55,0.0357869,10.7361,30.8708,s0_baseline,1385.0
24,16,75;65;67;45;58;52,0.00665941,1.99782,45.4478,s0_baseline,1386.0
24,17,75;64;60;55;49,0.284444,85.3331,36.2008,s0_baseline,1387.0
24,17,76;71;41;45;58,0.056398,16.9194,36.7494,s0_baseline,1388.0
24,17,76;72;67;45;58,0.28773,86.3191,36.2163,s0_baseline,1389.0
24,17,76;71;41;43;30,0.00348826,1.04648,55.4646,s0_baseline,1390.0
24,17,75;65;67;45;58,0.36794,110.382,36.1432,s0_baseline,1391.0
24,19,75;64;61,0.0284109,2.84109,28.7809,s0_baseline,1392.0
24,19,76;72;67;45,0.315475,31.5475,28.8386,s0_baseline,1393.0
24,19,76;71;41;45,0.0826118,8.26118,29.3718,s0_baseline,1394.0
24,19,75;65;67;45,0.573503,57.3503,28.7655,s0_baseline,1395.0
24,20,76;72;68,0.0357869,14.3147,23.4291,s0_baseline,1396.0
24,20,75;64,0.964213,385.685,19.4866,s0_baseline,1397.0
24,21,76;72;69,0.0120671,6.03357,19.9511,s0_baseline,1398.0
24,21,75,0.987933,493.966,11.2839,s0_baseline,1399.0
24,22,76;72,0.362927,399.22,15.6559,s0_baseline,1400.0
24,22,75;65,0.637073,700.78,15.5828,s0_baseline,1401.0
24,23,76,1.0,700.0,3.76004,s0_baseline,1402.0
1,15,2;7;36;32;28,0.0359275,13.1461,49.7239,odm0,1403.0
1,19,1;4;16;20;18;56;61,0.0359275,8.22533,59.1195,odm0,1404.0
2,17,4;15;13;25;30,0.0536517,10.4096,48.5559,odm0,1405.0
3,15,7;36;32;28,0.0359275,2.95773,45.7101,odm0,1406.0
4,11,8;7;36,0.0359275,47.8793,21.9993,odm0,1407.0
4,14,8;7;36;34,0.0359275,16.9562,39.6762,odm0,1408.0
4,18,9;13;24;22;50,0.053391,4.15706,40.7522,odm0,1409.0
4,20,9;13;24;22;50;56,0.053391,19.225,45.1592,odm0,1410.0
4,22,8;7;37;39;76;72,0.0536517,16.6342,47.9908,odm0,1411.0
5,11,11;8;7;36,0.0359275,18.7736,24.4366,odm0,1412.0
5,14,13;25;28;46;70;71,0.0486518,5.43964,66.4867,odm0,1413.0
5,20,13;24;22;50;56,0.053391,4.06473,42.7953,odm0,1414.0
5,22,11;8;7;37;39;76;72,0.0536517,9.07986,50.4281,odm0,1415.0
5,22,12;16;20;18;56;62;65,0.0359275,6.08026,58.6032,odm0,1416.0
5,23,13;25;28;46;70,0.0486518,5.8841,56.7272,odm0,1417.0
6,4,14;3;2;6,0.0486518,23.2723,21.9857,odm0,1418.0
6,11,14;3;2;7;36,0.0359275,14.6604,34.9664,odm0,1419.0
6,11,14;3;2;6;10,0.0486518,19.8526,30.5903,odm0,1420.0
6,14,16;20;18;56;61;57;44,0.0359275,3.968,70.0419,odm0,1421.0
7,3,18;56;62;66;74;38;35,0.0359275,4.3505,54.5508,odm0,1422.0
7,9,17;19;15;13,0.0536517,26.5007,40.3477,odm0,1423.0
7,9,18;56;61;57;43;26,0.0359275,17.746,44.342,odm0,1424.0
7,10,18;56;61;57;43,0.0359275,72.4806,37.5702,odm0,1425.0
7,10,18;55;49;51,0.06427,129.659,33.3259,odm0,1426.0
7,11,18;55;49;53;57;44;40,0.06427,41.0308,67.7945,odm0,1427.0
7,11,18;56;63;67;44;40,0.0536517,34.2519,69.2913,odm0,1428.0
7,11,18;56;61;57;43;27,0.0359275,22.9365,51.1612,odm0,1429.0
7,12,18;56;62;66;74;38,0.1644,106.366,50.4862,odm0,1430.0
7,14,18;56;63;67;44,0.107043,21.8788,47.8505,odm0,1431.0
7,17,18;56;61;58,0.0359275,40.1151,29.0008,odm0,1432.0
8,9,19;15;13,0.0895791,84.9174,34.0063,odm0,1433.0
8,10,19;15;13;25,0.0536517,107.987,40.1845,odm0,1434.0
8,10,20;18;56;61;57;43,0.0359275,72.313,45.2926,odm0,1435.0
8,11,19;14;3;2;7;36,0.0359275,36.0396,51.1941,odm0,1436.0
8,14,22;50;56;63;67;44,0.0536517,24.6782,58.5518,odm0,1437.0
8,17,20;18;56;61;58,0.0359275,43.5082,36.7231,odm0,1438.0
8,24,22;50;56;62;66,0.0536517,8.59372,39.0515,odm0,1439.0
9,1,25;27;31;8;5,0.0359275,21.1942,40.3874,odm0,1440.0
9,2,24;19;14,0.0359275,6.62471,39.3348,odm0,1441.0
9,3,25;27;31;8,0.0359275,4.51128,36.3688,odm0,1442.0
9,4,25;27;31,0.0359275,24.6212,31.7965,odm0,1443.0
9,6,24;19,0.0359275,15.6071,31.8118,odm0,1444.0
9,14,25;28;46;70;71,0.0486518,30.9417,56.499,odm0,1445.0
9,24,25;28;44;42;73,0.0893184,12.6481,55.6478,odm0,1446.0
10,1,27;33;35;5,0.053391,85.709,39.1426,odm0,1447.0
10,2,27;33;35;5;1,0.053391,39.5131,45.1447,odm0,1448.0
10,3,27;33;35,0.053391,15.2566,35.124,odm0,1449.0
10,11,26;23;11;10,0.0486518,158.378,29.9136,odm0,1450.0
10,14,28;46;70;71,0.0486518,132.706,50.3208,odm0,1451.0
10,20,26;24;20;18;56,0.0359275,110.745,36.6004,odm0,1452.0
11,14,31;8;7;37;39;76;71,0.0486518,80.8035,59.4884,odm0,1453.0
12,7,37;39;75;64;60;54,0.15625,103.173,49.0202,odm0,1454.0
12,14,35;6;10;34,0.117661,72.9328,34.7924,odm0,1455.0
12,15,37;39;76;72;67,0.0536517,28.7258,49.2632,odm0,1456.0
